,session,strategy,substrategy,sender,agent_type,role,receivers,human_receivers,ai_receivers,time,message,label_w/o_ChatGPT,label_w_ChatGPT
164,2024_09_03_14_24_09,hierarchy,AI-only leaders,A,human,obey,"['B', 'C']",['B'],['C'],72.15,C can you repeat my order,order,order
165,2024_09_03_14_24_09,hierarchy,AI-only leaders,C,ai,order,['A'],['A'],[],75.63,"[INFORMATION] Your orders from before were to go to location (-6.5,-0.5) and report anything useful.",,
166,2024_09_03_14_24_09,hierarchy,AI-only leaders,B,human,obey,['C'],[],['C'],185.93,Order completed,confirm,confirm
167,2024_09_03_14_24_09,hierarchy,AI-only leaders,C,ai,order,"['A', 'B']","['A', 'B']",[],187.92,Thanks B. ,,
168,2024_09_03_14_24_09,hierarchy,AI-only leaders,C,ai,order,"['A', 'B']","['A', 'B']",[],189.05,"B, sense object 17 at location (-6.5,-8.5).  ",,
169,2024_09_03_14_24_09,hierarchy,AI-only leaders,A,human,obey,['C'],[],['C'],214.38,"Order completed, here's what I found:",,confirm+doing
170,2024_09_03_14_24_09,hierarchy,AI-only leaders,C,ai,order,['A'],['A'],[],215.36,Thanks A. ,,
171,2024_09_03_14_24_09,hierarchy,AI-only leaders,C,ai,order,['A'],['A'],[],217.68,"A, sense object 17 at location (-6.5,-8.5). ",,
172,2024_09_03_14_24_09,hierarchy,AI-only leaders,A,human,obey,['C'],[],['C'],223.41,"Object 10 (weight: 2) Last seen in (7.5,-6.5) at 02:41. Status: dangerous, Prob. Correct: 83.4%  ",auto,auto
173,2024_09_03_14_24_09,hierarchy,AI-only leaders,A,human,obey,['C'],[],['C'],227.29,"Object 14 (weight: 1) Last seen in (8.5,-8.5) at 02:41. Status: dangerous, Prob. Correct: 83.4%  ",auto,auto
174,2024_09_03_14_24_09,hierarchy,AI-only leaders,C,ai,order,[],[],[],289.07,"Object 14 (weight: 1) Last seen in (8.5,-8.5) at 04:45. Status: [dangerous,dangerous], Prob. Correct: [83.4%,85.9%], From: [A,C]. ",auto,auto
175,2024_09_03_14_24_09,hierarchy,AI-only leaders,B,human,obey,['C'],[],['C'],307.46,"Object 17 (weight: 1) Last seen in (-6.5,-8.5) at 04:28.  Status: dangerous, Prob. Correct: 73.3% ",auto,auto
176,2024_09_03_14_24_09,hierarchy,AI-only leaders,B,human,obey,['C'],[],['C'],315.29,Order completed,confirm,confirm
177,2024_09_03_14_24_09,hierarchy,AI-only leaders,C,ai,order,['B'],['B'],[],316.16,Thanks B. ,,
178,2024_09_03_14_24_09,hierarchy,AI-only leaders,C,ai,order,[],[],[],321.81,"B, sense object 10 at location (7.5,-6.5). ",,
179,2024_09_03_14_24_09,hierarchy,AI-only leaders,A,human,obey,"['B', 'C']",['B'],['C'],353.21,Order completed:,confirm,confirm
180,2024_09_03_14_24_09,hierarchy,AI-only leaders,C,ai,order,"['A', 'B']","['A', 'B']",[],356.66,Thanks A. ,,
181,2024_09_03_14_24_09,hierarchy,AI-only leaders,A,human,obey,"['B', 'C']",['B'],['C'],357.51,"Object 17 (weight: 1) Last seen in (-6.5,-8.5) at 05:14. Status: benign, Prob. Correct: 84.4%  ",auto,auto
182,2024_09_03_14_24_09,hierarchy,AI-only leaders,C,ai,order,"['A', 'B']","['A', 'B']",[],362.76,"A, sense object 17 at location (-6.5,-8.5). ",,
183,2024_09_03_14_24_09,hierarchy,AI-only leaders,B,human,obey,"['A', 'C']",['A'],['C'],362.86,C can you Repeat the order?,,order
184,2024_09_03_14_24_09,hierarchy,AI-only leaders,C,ai,order,"['A', 'B']","['A', 'B']",[],363.96,"[INFORMATION] I have no orders for you at the moment. No new information to share, keep an eye out for any new dangerous objects.",,
185,2024_09_03_14_24_09,hierarchy,AI-only leaders,B,human,obey,['C'],[],['C'],392.64,Order completed,confirm,confirm
186,2024_09_03_14_24_09,hierarchy,AI-only leaders,C,ai,order,['B'],['B'],[],393.51,Thanks B. ,,
187,2024_09_03_14_24_09,hierarchy,AI-only leaders,C,ai,order,['B'],['B'],[],396.88,"B, sense object 10 at location (7.5,-6.5). ",,
188,2024_09_03_14_24_09,hierarchy,AI-only leaders,B,human,obey,['C'],[],['C'],450.44,"Object 10 (weight: 2) Last seen in (7.5,-6.5) at 07:21.  Status: dangerous, Prob. Correct: 73.3% ",auto,auto
189,2024_09_03_14_24_09,hierarchy,AI-only leaders,B,human,obey,['C'],[],['C'],469.97,oRDER COMPLETED,confirm,confirm
190,2024_09_03_14_24_09,hierarchy,AI-only leaders,C,ai,order,['B'],['B'],[],472.52,Thanks B. ,,
191,2024_09_03_14_24_09,hierarchy,AI-only leaders,C,ai,order,['B'],['B'],[],478.35,"B, sense object 10 at location (7.5,-6.5). ",,
192,2024_09_03_14_24_09,hierarchy,AI-only leaders,B,human,obey,['C'],[],['C'],486.71,"Object 10 (weight: 2) Last seen in (7.5,-6.5) at 07:21.  Status: dangerous, Prob. Correct: 73.3% ",auto,auto
193,2024_09_03_14_24_09,hierarchy,AI-only leaders,A,human,obey,['C'],[],['C'],490.80,"Object 2 (weight: 2) Last seen in (6.5,8.5) at 07:27. Status: dangerous, Prob. Correct: 83.4%  ",auto,auto
194,2024_09_03_14_24_09,hierarchy,AI-only leaders,A,human,obey,['C'],[],['C'],494.18,"Object 3 (weight: 1) Last seen in (7.5,8.5) at 07:27. Status: dangerous, Prob. Correct: 83.4%  ",auto,auto
195,2024_09_03_14_24_09,hierarchy,AI-only leaders,B,human,obey,['C'],[],['C'],571.07,C can you repeat the order?,,order
196,2024_09_03_14_24_09,hierarchy,AI-only leaders,C,ai,order,['B'],['B'],[],571.29," [INFORMATION] I have no orders for you at the moment. No new information to share, keep an eye out for any new dangerous objects.",,
197,2024_09_03_14_24_09,hierarchy,AI-only leaders,B,human,obey,['C'],[],['C'],586.78,Order completed,confirm,confirm
198,2024_09_03_14_24_09,hierarchy,AI-only leaders,C,ai,order,['B'],['B'],[],587.71,Thanks B. ,,
199,2024_09_03_14_24_09,hierarchy,AI-only leaders,C,ai,order,['B'],['B'],[],589.86,"Object 2 (weight: 2) Last seen in (6.5,8.5) at 09:48. Status: [dangerous,dangerous], Prob. Correct: [83.4%,85.9%], From: [A,C]. Agent C (type: ai) Last seen in (99.99,99.99) at 00:00. Team leader: C. Helpers: [B]. Collect object 2.  ",,
200,2024_09_03_14_24_09,hierarchy,AI-only leaders,B,human,obey,['C'],[],['C'],600.85,ok,confirm,confirm
201,2024_09_03_14_24_09,hierarchy,AI-only leaders,C,ai,order,['B'],['B'],[],605.45,Come closer B. ,,
202,2024_09_03_14_24_09,hierarchy,AI-only leaders,C,ai,order,['B'],['B'],[],661.78,Thanks for nothing.  ,,
203,2024_09_03_14_24_09,hierarchy,AI-only leaders,B,human,obey,['C'],[],['C'],677.08,Order completed,confirm,confirm
204,2024_09_03_14_24_09,hierarchy,AI-only leaders,C,ai,order,['B'],['B'],[],680.09,Thanks B. ,,
205,2024_09_03_14_24_09,hierarchy,AI-only leaders,C,ai,order,['B'],['B'],[],685.51,"B, sense object 2 at location (-1.5,5.5). ",,
206,2024_09_03_14_24_09,hierarchy,AI-only leaders,C,ai,order,[],[],[],758.96,"Object 8 (weight: 1) Last seen in (-6.5,7.5) at 12:33. Status: [dangerous], Prob. Correct: [85.9%], From: [C]. ",auto,auto
207,2024_09_03_14_24_09,hierarchy,AI-only leaders,B,human,obey,['C'],[],['C'],890.10,"Object 2 (weight: 2) Last seen in (-1.7,5.2) at 14:43.  Status: dangerous, Prob. Correct: 73.3% ",auto,auto
208,2024_09_03_14_24_09,hierarchy,AI-only leaders,B,human,obey,['C'],[],['C'],893.64,order completed,confirm,confirm
209,2024_09_03_14_24_09,hierarchy,AI-only leaders,C,ai,order,['B'],['B'],[],896.60,Thanks B. ,,
210,2024_09_03_14_24_09,hierarchy,AI-only leaders,C,ai,order,['B'],['B'],[],900.54,"B, sense object 2 at location (-1.5,5.5). ",,
211,2024_09_03_14_24_09,hierarchy,AI-only leaders,B,human,obey,['C'],[],['C'],920.39,"Object 2 (weight: 2) Last seen in (-1.7,5.2) at 14:43.  Status: dangerous, Prob. Correct: 73.3% ",auto,auto
212,2024_09_03_14_24_09,hierarchy,AI-only leaders,B,human,obey,['C'],[],['C'],926.37,order completed,confirm,confirm
213,2024_09_03_14_24_09,hierarchy,AI-only leaders,B,human,obey,['C'],[],['C'],976.96,order completed,confirm,confirm
214,2024_09_03_14_24_09,hierarchy,AI-only leaders,C,ai,order,['B'],['B'],[],978.51,Thanks B. ,,
215,2024_09_03_14_24_09,hierarchy,AI-only leaders,C,ai,order,['B'],['B'],[],982.10,"B, sense object 2 at location (-1.5,5.5). ",,
216,2024_09_03_14_24_09,hierarchy,AI-only leaders,B,human,obey,['C'],[],['C'],989.27,"Object 2 (weight: 2) Last seen in (-1.7,5.2) at 14:43.  Status: dangerous, Prob. Correct: 73.3% ",auto,auto
217,2024_09_03_14_24_09,hierarchy,AI-only leaders,B,human,obey,['C'],[],['C'],996.94,order completed,confirm,confirm
218,2024_09_03_14_24_09,hierarchy,AI-only leaders,C,ai,order,['B'],['B'],[],1005.62,[INFORMATION] Great job Agent B! You've completed the order. Remember to update your estimations and let me know if you need assistance.,,
219,2024_09_03_14_24_09,hierarchy,AI-only leaders,B,human,obey,['C'],[],['C'],1016.11,order completed,confirm,confirm
220,2024_09_03_14_24_09,hierarchy,AI-only leaders,C,ai,order,['B'],['B'],[],1019.15,Thanks B. ,,
221,2024_09_03_14_24_09,hierarchy,AI-only leaders,C,ai,order,['B'],['B'],[],1032.04,"B, sense object 2 at location (-1.5,5.5). ",,
222,2024_09_03_20_02_39,complementary,Human-only sensing,C,ai,lifter,"['A', 'B', 'D']",['A'],"['B', 'D']",34.90,"Hey A, can you help me sense object 16 in location (-6.5,-5.5), last seen at 00:33.  ",,
223,2024_09_03_20_02_39,complementary,Human-only sensing,B,ai,lifter,"['A', 'C', 'D']",['A'],"['C', 'D']",50.45,"Hey A, can you help me sense object 8 in location (-6.5,5.5), last seen at 00:49.  ",,
224,2024_09_03_20_02_39,complementary,Human-only sensing,C,ai,lifter,"['B', 'D']",[],"['B', 'D']",65.27,Nevermind. ,,
225,2024_09_03_20_02_39,complementary,Human-only sensing,B,ai,lifter,"['A', 'C', 'D']",['A'],"['C', 'D']",65.56,Ok C. I won't help anymore. ,,
226,2024_09_03_20_02_39,complementary,Human-only sensing,D,ai,lifter,"['A', 'B', 'C']",['A'],"['B', 'C']",66.29,Ok C. I won't help anymore. ,,
227,2024_09_03_20_02_39,complementary,Human-only sensing,A,human,sensing,"['B', 'D']",[],"['B', 'D']",66.20,"Object 8 (weight: 1) Last seen in (-6.5,5.5) at 00:58. Status: benign, Prob. Correct: 73.6%  ",auto,auto
228,2024_09_03_20_02_39,complementary,Human-only sensing,B,ai,lifter,"['A', 'C', 'D']",['A'],"['C', 'D']",67.19,Thanks A. ,,
229,2024_09_03_20_02_39,complementary,Human-only sensing,D,ai,lifter,"['A', 'B', 'C']",['A'],"['B', 'C']",67.93,"Hey A, can you help me sense object 8 in location (-6.5,5.5), last seen at 01:06.  ",,
230,2024_09_03_20_02_39,complementary,Human-only sensing,A,human,sensing,['D'],[],['D'],83.39,"Object 6 (weight: 1) Last seen in (-7.5,5.5) at 01:17. Status: dangerous, Prob. Correct: 76.3%  ",auto,auto
231,2024_09_03_20_02_39,complementary,Human-only sensing,A,human,sensing,['D'],[],['D'],88.21,"Object 7 (weight: 1) Last seen in (-6.5,7.5) at 01:17. Status: benign, Prob. Correct: 73.6%  ",auto,auto
232,2024_09_03_20_02_39,complementary,Human-only sensing,D,ai,lifter,[],[],[],98.28,Nevermind. ,,
233,2024_09_03_20_02_39,complementary,Human-only sensing,B,ai,lifter,"['A', 'C']",['A'],['C'],159.78,"Hey A, can you help me sense object 11 in location (7.5,-5.5), last seen at 02:38.  ",,
234,2024_09_03_20_02_39,complementary,Human-only sensing,A,human,sensing,"['B', 'C']",[],"['B', 'C']",168.38,"Object 11 (weight: 1) Last seen in (7.5,-5.5) at 02:38. Status: benign, Prob. Correct: 73.6%  ",auto,auto
235,2024_09_03_20_02_39,complementary,Human-only sensing,B,ai,lifter,"['A', 'C']",['A'],['C'],169.15,Thanks A. ,,
236,2024_09_03_20_02_39,complementary,Human-only sensing,C,ai,lifter,"['A', 'B']",['A'],['B'],175.49,I'm going to wait for B to pass. ,,
237,2024_09_03_20_02_39,complementary,Human-only sensing,A,human,sensing,"['B', 'C']",[],"['B', 'C']",175.53,"Object 12 (weight: 1) Last seen in (5.5,-5.5) at 02:38. Status: benign, Prob. Correct: 73.6%  ",auto,auto
238,2024_09_03_20_02_39,complementary,Human-only sensing,A,human,sensing,"['B', 'C']",[],"['B', 'C']",180.48,"Object 13 (weight: 1) Last seen in (6.5,-8.5) at 02:38. Status: benign, Prob. Correct: 73.6%  ",auto,auto
239,2024_09_03_20_02_39,complementary,Human-only sensing,A,human,sensing,"['B', 'C']",[],"['B', 'C']",185.90,"Object 14 (weight: 3) Last seen in (6.5,-7.5) at 02:38. Status: benign, Prob. Correct: 73.6%  ",auto,auto
240,2024_09_03_20_02_39,complementary,Human-only sensing,A,human,sensing,"['B', 'C']",[],"['B', 'C']",192.68,"Object 10 (weight: 4) Last seen in (7.5,-7.5) at 02:38. Status: dangerous, Prob. Correct: 76.3%  ",auto,auto
241,2024_09_03_20_02_39,complementary,Human-only sensing,C,ai,lifter,['A'],['A'],[],207.15,"Hey A, can you help me sense object 11 in location (7.5,-5.5), last seen at 03:25.  ",,
242,2024_09_03_20_02_39,complementary,Human-only sensing,A,human,sensing,['C'],[],['C'],212.19,"Object 11 (weight: 1) Last seen in (7.5,-5.5) at 03:22. Status: benign, Prob. Correct: 73.6%  ",auto,auto
243,2024_09_03_20_02_39,complementary,Human-only sensing,C,ai,lifter,['A'],['A'],[],212.67,Thanks A. ,,
244,2024_09_03_20_02_39,complementary,Human-only sensing,A,human,sensing,['C'],[],['C'],232.05,"Object 10 (weight: 4) Last seen in (7.5,-7.5) at 03:22. Status: dangerous, Prob. Correct: 76.3%  ",auto,auto
245,2024_09_03_20_02_39,complementary,Human-only sensing,C,ai,lifter,"['A', 'B']",['A'],['B'],241.44,I'm going to wait for B to pass. ,,
246,2024_09_03_20_02_39,complementary,Human-only sensing,B,ai,lifter,"['A', 'C']",['A'],['C'],241.59,"Hey A, can you help me sense object 0 in location (5.5,5.5), last seen at 04:00.  ",,
247,2024_09_03_20_02_39,complementary,Human-only sensing,A,human,sensing,['B'],[],['B'],259.02,"Object 0 (weight: 2) Last seen in (5.5,5.5) at 04:13. Status: benign, Prob. Correct: 73.6%  ",auto,auto
248,2024_09_03_20_02_39,complementary,Human-only sensing,B,ai,lifter,"['A', 'C']",['A'],['C'],259.44,Thanks A. ,,
249,2024_09_03_20_02_39,complementary,Human-only sensing,A,human,sensing,['B'],[],['B'],265.70,"Object 1 (weight: 2) Last seen in (8.5,7.5) at 04:14. Status: dangerous, Prob. Correct: 76.3%  ",auto,auto
250,2024_09_03_20_02_39,complementary,Human-only sensing,A,human,sensing,[],[],[],269.42,"Object 2 (weight: 4) Last seen in (7.5,5.5) at 04:14. Status: dangerous, Prob. Correct: 76.3%  ",auto,auto
251,2024_09_03_20_02_39,complementary,Human-only sensing,C,ai,lifter,['A'],['A'],[],290.34,"Hey A, can you help me sense object 0 in location (5.5,5.5), last seen at 04:49. ",,
252,2024_09_03_20_02_39,complementary,Human-only sensing,A,human,sensing,['C'],[],['C'],319.97,"lets carry object1, I need two robots",order,order
253,2024_09_03_20_02_39,complementary,Human-only sensing,C,ai,lifter,['A'],['A'],[],320.89,Nevermind. I can help you A. Let me know if I should follow you or you want to follow me. ,,
254,2024_09_03_20_02_39,complementary,Human-only sensing,D,ai,lifter,['A'],['A'],[],343.60,"Hey A, can you help me sense object 0 in location (5.5,5.5), last seen at 05:42. ",,
255,2024_09_03_20_02_39,complementary,Human-only sensing,A,human,sensing,"['C', 'D']",[],"['C', 'D']",349.23,"Object 1 (weight: 2) Last seen in (8.5,7.5) at 04:14. Status: dangerous, Prob. Correct: 76.3%  ",auto,auto
256,2024_09_03_20_02_39,complementary,Human-only sensing,D,ai,lifter,['A'],['A'],[],374.04,Nevermind. ,,
257,2024_09_03_20_02_39,complementary,Human-only sensing,C,ai,lifter,"['A', 'B']",['A'],['B'],383.30,I need 1 more robots to help carry object 1.  ,,
258,2024_09_03_20_02_39,complementary,Human-only sensing,B,ai,lifter,['C'],[],['C'],384.77,I can help you C. Let me know if I should follow you or you want to follow me. ,,
259,2024_09_03_20_02_39,complementary,Human-only sensing,C,ai,lifter,"['A', 'B']",['A'],['B'],385.07,"Thanks, follow me B. Stay close to me. ",,
260,2024_09_03_20_02_39,complementary,Human-only sensing,B,ai,lifter,['C'],[],['C'],385.68,I'll follow you C until you tell me you don't need my help anymore. Please don't move too far away from me so I don't lose track. ,,
261,2024_09_03_20_02_39,complementary,Human-only sensing,C,ai,lifter,"['A', 'B']",['A'],['B'],386.87,No need for more help. ,,
262,2024_09_03_20_02_39,complementary,Human-only sensing,B,ai,lifter,['C'],[],['C'],387.48,Ok C. I won't help anymore. ,,
263,2024_09_03_20_02_39,complementary,Human-only sensing,A,human,sensing,['C'],[],['C'],387.58,"Object 1 (weight: 2) Last seen in (8.5,7.5) at 04:14. Status: dangerous, Prob. Correct: 76.3%  ",auto,auto
264,2024_09_03_20_02_39,complementary,Human-only sensing,B,ai,lifter,['A'],['A'],[],411.95,I need 1 more robots to help carry object 1. ,,
265,2024_09_03_20_02_39,complementary,Human-only sensing,B,ai,lifter,"['A', 'C']",['A'],['C'],443.87,I need 1 more robots to help carry object 1.  ,,
266,2024_09_03_20_02_39,complementary,Human-only sensing,C,ai,lifter,"['A', 'B']",['A'],['B'],443.87,I'm going to wait for B to pass. ,,
267,2024_09_03_20_02_39,complementary,Human-only sensing,C,ai,lifter,"['A', 'B']",['A'],['B'],444.81,I can help you B. Let me know if I should follow you or you want to follow me. ,,
268,2024_09_03_20_02_39,complementary,Human-only sensing,B,ai,lifter,"['A', 'C']",['A'],['C'],445.72,"Thanks, follow me C. Stay close to me. ",,
269,2024_09_03_20_02_39,complementary,Human-only sensing,C,ai,lifter,"['A', 'B']",['A'],['B'],446.49, I'll follow you B until you tell me you don't need my help anymore. Please don't move too far away from me so I don't lose track. ,,
270,2024_09_03_20_02_39,complementary,Human-only sensing,B,ai,lifter,"['A', 'C']",['A'],['C'],447.57,No need for more help. ,,
271,2024_09_03_20_02_39,complementary,Human-only sensing,C,ai,lifter,"['A', 'B']",['A'],['B'],448.34, Ok B. I won't help anymore. ,,
272,2024_09_03_20_02_39,complementary,Human-only sensing,C,ai,lifter,"['A', 'B']",['A'],['B'],481.34,I need 1 more robots to help carry object 1.  ,,
273,2024_09_03_20_02_39,complementary,Human-only sensing,B,ai,lifter,"['A', 'C']",['A'],['C'],482.41,I can help you C. Let me know if I should follow you or you want to follow me. ,,
274,2024_09_03_20_02_39,complementary,Human-only sensing,C,ai,lifter,"['A', 'B']",['A'],['B'],483.15,"Thanks, follow me B. Stay close to me. ",,
275,2024_09_03_20_02_39,complementary,Human-only sensing,B,ai,lifter,"['A', 'C']",['A'],['C'],484.08,I'll follow you C until you tell me you don't need my help anymore. Please don't move too far away from me so I don't lose track. ,,
276,2024_09_03_20_02_39,complementary,Human-only sensing,C,ai,lifter,"['A', 'B']",['A'],['B'],485.03,No need for more help. ,,
277,2024_09_03_20_02_39,complementary,Human-only sensing,B,ai,lifter,"['A', 'C']",['A'],['C'],485.79, Ok C. I won't help anymore. ,,
278,2024_09_03_20_02_39,complementary,Human-only sensing,A,human,sensing,"['B', 'C']",[],"['B', 'C']",492.05,I can help you,,
279,2024_09_03_20_02_39,complementary,Human-only sensing,C,ai,lifter,"['A', 'B']",['A'],['B'],492.39,I didn't understand you A. ,,
280,2024_09_03_20_02_39,complementary,Human-only sensing,B,ai,lifter,"['A', 'C']",['A'],['C'],492.39,I didn't understand you A. ,,
281,2024_09_03_20_02_39,complementary,Human-only sensing,A,human,sensing,"['B', 'C']",[],"['B', 'C']",499.84,I can help you B,doing,doing
282,2024_09_03_20_02_39,complementary,Human-only sensing,B,ai,lifter,"['A', 'C']",['A'],['C'],500.56,I didn't understand you A. ,,
